HGNC ID	Approved Symbol	Approved Name	Status	Previous Symbols	Synonyms	RefSeq IDs	RefSeq(supplied by NCBI)
HGNC:1165	DAGLA	diacylglycerol lipase alpha	Approved	C11orf11	KIAA0659, NSDDR, DAGLALPHA	NM_006133	NM_006133
HGNC:28923	DAGLB	diacylglycerol lipase beta	Approved		KCCR13L, DAGLBETA	NM_139179	NM_001142936
HGNC:51429	DALIR	DNMT1-associated long intergenic non-coding RNA	Approved		DALI		
HGNC:25536	DALRD3	DALR anticodon binding domain containing 3	Approved		FLJ10496	NM_018114	NM_001009996
HGNC:28964	DANCR	differentiation antagonizing non-protein coding RNA	Approved	KIAA0114, SNHG13	ANCR, AGU2, lncRNA-ANCR	NR_024031	NR_024031
HGNC:26780	DAND5	DAN domain BMP antagonist family member 5	Approved		FLJ38607, CKTSF1B3, DANTE, GREM3, CER2, DTE, Coco	NM_152654	NM_152654
HGNC:50863	DANT1	DXZ4 associated non-coding transcript 1, proximal	Approved				NR_147172
HGNC:50862	DANT2	DXZ4 associated non-coding transcript 2, distal	Approved			NR_132337	NR_130730
HGNC:2671	DAO	D-amino acid oxidase	Approved		DAMOX		NM_001917
HGNC:21191	DAOA	D-amino acid oxidase activator	Approved		G72	NM_172370	NM_001161812
HGNC:30243	DAOA-AS1	DAOA antisense RNA 1	Approved	DAOAAS, DAOA-AS	G30		NR_040247
HGNC:2672	DAP	death associated protein	Approved			NM_004394	NM_001291963
HGNC:2673	DAP3	death associated protein 3	Approved		MRPS29, DAP-3, MRP-S29, bMRP-10, MGC126058, MGC126059, DKFZp686G12159	NM_004632	NM_001199849
HGNC:17624	DAP3P1	death associated protein 3 pseudogene 1	Approved	DAP3P	MRPS29P1		NG_002904
HGNC:29762	DAP3P2	death associated protein 3 pseudogene 2	Approved	MRPS29P2		NG_002890	NG_002890
HGNC:2674	DAPK1	death associated protein kinase 1	Approved		DAPK, ROCO3	NM_004938	NM_001288729
HGNC:43591	DAPK1-IT1	DAPK1 intronic transcript 1	Approved				NR_146781
HGNC:2675	DAPK2	death associated protein kinase 2	Approved		DRP-1, MGC119312	NM_014326	NM_014326
HGNC:2676	DAPK3	death associated protein kinase 3	Approved		ZIP, ZIPK	NM_001348	NM_001348
HGNC:21490	DAPL1	death associated protein like 1	Approved			NM_001017920	NM_001017920
HGNC:16500	DAPP1	dual adaptor of phosphotyrosine and 3-phosphoinositides 1	Approved		BAM32		NM_001306151
HGNC:2677	DAR~withdrawn	symbol withdrawn, see ATP2A2	Symbol Withdrawn				
HGNC:2678	DARS	aspartyl-tRNA synthetase	Approved			NM_001349	NM_001293312
HGNC:40170	DARS-AS1	DARS antisense RNA 1	Approved			NR_110199	NR_110199
HGNC:25538	DARS2	aspartyl-tRNA synthetase 2, mitochondrial	Approved		FLJ10514	NM_018122	NM_018122
HGNC:2679	DAT1~withdrawn	symbol withdrawn, see SLC6A3	Symbol Withdrawn				
HGNC:26383	DAW1	dynein assembly factor with WD repeats 1	Approved	WDR69	FLJ25955, ODA16	NM_178821	NM_001330004
HGNC:2681	DAXX	death domain associated protein	Approved		DAP6		NM_001141969
HGNC:2682	DAZ1	deleted in azoospermia 1	Approved	DAZ	SPGY	NM_004081	NM_004081
HGNC:15964	DAZ2	deleted in azoospermia 2	Approved		pDP1678, MGC126442	NM_020363	NM_001005785
HGNC:15965	DAZ3	deleted in azoospermia 3	Approved			NM_020364	NM_020364
HGNC:15966	DAZ4	deleted in azoospermia 4	Approved			NM_001005375	NM_001005375
HGNC:2683	DAZAP1	DAZ associated protein 1	Approved		MGC19907	NM_170711	NM_001352033
HGNC:2684	DAZAP2	DAZ associated protein 2	Approved		KIAA0058	NM_014764	NM_001136264
HGNC:43869	DAZAP2P1	DAZ associated protein 2 pseudogene 1	Approved				NG_008858
HGNC:2685	DAZL	deleted in azoospermia like	Approved	DAZLA	DAZH, SPGYLA, MGC26406, DAZL1	NM_001351	NM_001190811
HGNC:2686	DAZLA~withdrawn	symbol withdrawn, see DAZL	Symbol Withdrawn				
HGNC:2688	DBCCR1~withdrawn	symbol withdrawn, see BRINP1	Symbol Withdrawn				
HGNC:43904	DBET	D4Z4 binding element transcript (non-protein coding)	Approved		DBE-T, DUX4L30		NR_121644
HGNC:17364	DBF4	DBF4 zinc finger	Approved		ASK, chif, ZDBF1, DBF4A	NM_006716	NM_001318060
HGNC:17883	DBF4B	DBF4 zinc finger B	Approved		FLJ13087, DRF1, ASKL1, chifb, ZDBF1B	NM_025104	NM_025104
HGNC:45059	DBF4P1	DBF4 zinc finger pseudogene 1	Approved			NG_006968	NG_006968
HGNC:45060	DBF4P2	DBF4 zinc finger pseudogene 2	Approved			NG_023599	NG_023599
HGNC:45061	DBF4P3	DBF4 zinc finger pseudogene 3	Approved				
HGNC:2689	DBH	dopamine beta-hydroxylase	Approved		DBM	NM_000787	NM_000787
HGNC:24155	DBH-AS1	DBH antisense RNA 1	Approved	NCRNA00118	BPR	NR_002783	NR_102735
HGNC:2690	DBI	diazepam binding inhibitor, acyl-CoA binding protein	Approved		ACBP, ACBD1	NM_020548	NM_001079862
HGNC:2693	DBIL3~withdrawn	entry withdrawn	Entry Withdrawn				
HGNC:2694	DBIL4~withdrawn	entry withdrawn	Entry Withdrawn				
HGNC:38519	DBIL5P	diazepam binding inhibitor-like 5, pseudogene	Approved		ELP2P	NR_024120	NR_024120
HGNC:38518	DBIL5P2	diazepam binding inhibitor-like 5 pseudogene 2	Approved		ELP1P	NG_008463	NR_036635
HGNC:2692	DBIP1	diazepam binding inhibitor, acyl-CoA binding protein pseudogene 1	Approved	DBIL2		NG_001112	NG_001112
HGNC:2691	DBIP2	diazepam binding inhibitor, acyl-CoA binding protein pseudogene 2	Approved	DBIL1		NG_003024	NG_003024
HGNC:38517	DBIP3	diazepam binding inhibitor, acyl-CoA binding protein pseudogene 3	Approved			NG_005846	NG_005846
HGNC:2695	DBN1	drebrin 1	Approved	D0S117E		NM_080881	NM_004395
HGNC:28455	DBNDD1	dysbindin domain containing 1	Approved		MGC3101, FLJ12582	NM_024043	NM_001042610
HGNC:15881	DBNDD2	dysbindin domain containing 2	Approved	C20orf35	HSMNP1	NM_018478	NM_001048221
HGNC:2696	DBNL	drebrin like	Approved		SH3P7, HIP-55, ABP1	NM_014063	NM_001014436
HGNC:2697	DBP	D-box binding PAR bZIP transcription factor	Approved		DABP	NM_001352	NM_001352
HGNC:15594	DBR1	debranching RNA lariats 1	Approved				NM_016216
HGNC:2698	DBT	dihydrolipoamide branched chain transacylase E2	Approved			NM_001918	NM_001918
HGNC:33185	DBX1	developing brain homeobox 1	Approved			NM_001029865	NM_001029865
HGNC:33186	DBX2	developing brain homeobox 2	Approved		FLJ16139	NM_001004329	NM_001004329
HGNC:30911	DCAF1	DDB1 and CUL4 associated factor 1	Approved	VPRBP	KIAA0800, MGC102804	NM_014703	NM_001171904
HGNC:20229	DCAF4	DDB1 and CUL4 associated factor 4	Approved	WDR21, WDR21A	DKFZp434K114	NM_015604	NM_001163508
HGNC:27723	DCAF4L1	DDB1 and CUL4 associated factor 4 like 1	Approved	WDR21B		NM_001029955	NM_001029955
HGNC:26657	DCAF4L2	DDB1 and CUL4 associated factor 4 like 2	Approved	WDR21C		NM_152418	NM_152418
HGNC:20224	DCAF5	DDB1 and CUL4 associated factor 5	Approved	WDR22	BCRP2, D14S1461E, BCRG2, KIAA1824	NM_003861	NM_001284206
HGNC:30002	DCAF6	DDB1 and CUL4 associated factor 6	Approved	IQWD1	PC326	NM_018442	NM_001017977
HGNC:30915	DCAF7	DDB1 and CUL4 associated factor 7	Approved	WDR68	HAN11, SWAN-1	NM_005828	NM_005828
HGNC:24891	DCAF8	DDB1 and CUL4 associated factor 8	Approved	WDR42A	H326, FLJ35857	NM_015726	NM_015726
HGNC:31810	DCAF8L1	DDB1 and CUL4 associated factor 8 like 1	Approved	WDR42B		XM_066690	NM_001017930
HGNC:31811	DCAF8L2	DDB1 and CUL4 associated factor 8 like 2	Approved	WDR42C		XM_293354	NM_001353448
HGNC:23686	DCAF10	DDB1 and CUL4 associated factor 10	Approved	WDR32	MGC10765, FLJ23201	NM_024345	NM_001286810
HGNC:20258	DCAF11	DDB1 and CUL4 associated factor 11	Approved	WDR23	PRO2389, GL014		NM_001163484
HGNC:19911	DCAF12	DDB1 and CUL4 associated factor 12	Approved	KIAA1892, WDR40A	DKFZP434O125, MGC1058, CT102, TCC52	NM_015397	NM_015397
HGNC:29395	DCAF12L1	DDB1 and CUL4 associated factor 12 like 1	Approved	WDR40B	KIAA1892L	NM_178470	NM_178470
HGNC:32950	DCAF12L2	DDB1 and CUL4 associated factor 12 like 2	Approved	WDR40C		NM_001013628	NM_001013628
HGNC:24535	DCAF13	DDB1 and CUL4 associated factor 13	Approved	WDSOF1	DKFZP564O0463, Gm83, HSPC064, Sof1	NM_015420	NM_015420
HGNC:43866	DCAF13P1	DDB1 and CUL4 associated factor 13 pseudogene 1	Approved				NG_012000
HGNC:43867	DCAF13P2	DDB1 and CUL4 associated factor 13 pseudogene 2	Approved				NG_021876
HGNC:43868	DCAF13P3	DDB1 and CUL4 associated factor 13 pseudogene 3	Approved				NR_027642
HGNC:25095	DCAF15	DDB1 and CUL4 associated factor 15	Approved	C19orf72	MGC99481	NM_138353	NM_138353
HGNC:25987	DCAF16	DDB1 and CUL4 associated factor 16	Approved	C4orf30	FLJ20280	NM_017741	NM_001345880
HGNC:25784	DCAF17	DDB1 and CUL4 associated factor 17	Approved	C2orf37	FLJ13096	NM_025000	NM_001164821
HGNC:26238	DCAKD	dephospho-CoA kinase domain containing	Approved		FLJ22955	NM_024819	NM_001128631
HGNC:24459	DCANP1	dendritic cell associated nuclear protein	Approved	C5orf20	DCNP1	NM_130848	NM_130848
HGNC:21479	DCBLD1	discoidin, CUB and LCCL domain containing 1	Approved		MGC46341, dJ94G16.1	NM_173674	NM_173674
HGNC:24627	DCBLD2	discoidin, CUB and LCCL domain containing 2	Approved		CLCP1, ESDN	NM_080927	NM_080927
HGNC:2701	DCC	DCC netrin 1 receptor	Approved		IGDCC1, NTN1R1	NM_005215	NM_005215
HGNC:14669	DCD	dermcidin	Approved		AIDD, PIF, DSEP, HCAP, DCD-1	NM_053283	NM_001300854
HGNC:20625	DCDC1	doublecortin domain containing 1	Approved			NM_181807	NM_001350255
HGNC:18141	DCDC2	doublecortin domain containing 2	Approved	DFNB66	RU2, KIAA1154, DCDC2A, NPHP19	NM_016356	NM_001195610
HGNC:32576	DCDC2B	doublecortin domain containing 2B	Approved			XM_940631	NM_001099434
HGNC:32696	DCDC2C	doublecortin domain containing 2C	Approved			XM_001715903	NM_001287444
HGNC:24799	DCDC5	doublecortin domain containing 5	Approved		FLJ46154	NM_198462	
HGNC:2702	DCE~withdrawn	symbol withdrawn, see DHCR24	Symbol Withdrawn				
HGNC:13681	DCHS1	dachsous cadherin-related 1	Approved	CDH25, PCDH16	FIB1, KIAA1773, FLJ11790, CDHR6	NM_003737	NM_003737
HGNC:23111	DCHS2	dachsous cadherin-related 2	Approved	CDH27, PCDH23	CDHJ, FLJ20047, PCDHJ, CDHR7	NM_001142552	NM_001142552
HGNC:2704	DCK	deoxycytidine kinase	Approved				NM_000788
HGNC:2700	DCLK1	doublecortin like kinase 1	Approved	DCAMKL1	KIAA0369, DCLK, DCDC3A	NM_004734	NM_001195415
HGNC:19002	DCLK2	doublecortin like kinase 2	Approved	DCAMKL2	MGC45428, DCDC3, DCDC3B, DCK2	NM_001040260	NM_001040260
HGNC:19005	DCLK3	doublecortin like kinase 3	Approved	DCAMKL3	KIAA1765, DCDC3C	XM_047355	NM_033403
HGNC:17660	DCLRE1A	DNA cross-link repair 1A	Approved		SNM1, PSO2, KIAA0086, hSNM1	NM_014881	NM_001271816
HGNC:17641	DCLRE1B	DNA cross-link repair 1B	Approved		SNM1B, FLJ12810, FLJ13998, APOLLO	NM_022836	NM_001319946
HGNC:17642	DCLRE1C	DNA cross-link repair 1C	Approved	SCIDA	ARTEMIS, FLJ11360, SNM1C, A-SCID	NM_022487	NM_001033855
HGNC:44877	DCLRE1CP1	DNA cross-link repair 1C pseudogene 1	Approved				NR_144469
HGNC:2705	DCN	decorin	Approved		DSPG2, SLRR1B	NM_133507	NM_001920
HGNC:2706	DCOH~withdrawn	symbol withdrawn, see PCBD1	Symbol Withdrawn				
HGNC:13558	DCP1~withdrawn	symbol withdrawn, see ACE	Symbol Withdrawn				
HGNC:18714	DCP1A	decapping mRNA 1A	Approved		HSA275986, SMIF, SMAD4IP1	NM_018403	NM_001290204
HGNC:24451	DCP1B	decapping mRNA 1B	Approved		FLJ31638	NM_152640	NM_001319292
HGNC:24452	DCP2	decapping mRNA 2	Approved		NUDT20	NM_152624	NM_001242377
HGNC:29812	DCPS	decapping enzyme, scavenger	Approved		HSPC015, HINT-5, HSL1	NM_014026	NM_001350236
HGNC:2708	DCR	Down syndrome chromosome region	Approved		DSCR		
HGNC:26539	DCST1	DC-STAMP domain containing 1	Approved		FLJ32785	NM_152494	NM_001143687
HGNC:41147	DCST1-AS1	DCST1 antisense RNA 1	Approved		RP11-307C12.11		NR_040772
HGNC:26562	DCST2	DC-STAMP domain containing 2	Approved		FLJ32934	NM_144622	NM_144622
HGNC:18549	DCSTAMP	dendrocyte expressed seven transmembrane protein	Approved	TM7SF4	DC-STAMP, FIND	NM_030788	NM_001257317
HGNC:2709	DCT	dopachrome tautomerase	Approved	TYRP2			NM_001129889
HGNC:2710	DCTD	dCMP deaminase	Approved				NM_001012732
HGNC:2711	DCTN1	dynactin subunit 1	Approved			NM_004082	NM_001135040
HGNC:44151	DCTN1-AS1	DCTN1 antisense RNA 1	Approved			NR_024463	NR_024463
HGNC:2712	DCTN2	dynactin subunit 2	Approved		RBP50, DCTN-50	NM_006400	NM_001261412
HGNC:2713	DCTN3	dynactin subunit 3	Approved		DCTN-22		NM_001281425
HGNC:15518	DCTN4	dynactin subunit 4	Approved				NM_001135643
HGNC:24594	DCTN5	dynactin subunit 5	Approved		MGC3248, p25	NM_032486	NM_001199011
HGNC:16964	DCTN6	dynactin subunit 6	Approved		WS-3	NM_006571	NM_006571
HGNC:28777	DCTPP1	dCTP pyrophosphatase 1	Approved		MGC5627, RS21C6, CDA03, XTP3TPA	NM_024096	NM_024096
HGNC:18184	DCUN1D1	defective in cullin neddylation 1 domain containing 1	Approved		RP42, SCRO, DCUN1L1, Tes3, SCCRO	NM_020640	NM_001308101
HGNC:20328	DCUN1D2	defective in cullin neddylation 1 domain containing 2	Approved	C13orf17	FLJ10704, FLJ20092	NM_018185	NM_001014283
HGNC:39889	DCUN1D2-AS	DCUN1D2 antisense RNA	Approved	DCUN1D2-AS2			
HGNC:39888	DCUN1D2-AS1~withdrawn	entry withdrawn	Entry Withdrawn				
HGNC:28734	DCUN1D3	defective in cullin neddylation 1 domain containing 3	Approved		MGC48972, FLJ41725, DKFZp686O0290, SCCRO3	NM_173475	NM_173475
HGNC:28998	DCUN1D4	defective in cullin neddylation 1 domain containing 4	Approved		KIAA0276	NM_015115	NM_001040402
HGNC:28409	DCUN1D5	defective in cullin neddylation 1 domain containing 5	Approved		MGC2714, FLJ32431	NM_032299	NM_001318739
HGNC:2714	DCX	doublecortin	Approved		SCLH, DC, LISX, DBCN, XLIS	NM_178153	NM_000555
HGNC:18985	DCXR	dicarbonyl and L-xylulose reductase	Approved		KIDCR, DCR, SDR20C1		NM_001195218
HGNC:28360	DDA1	DET1 and DDB1 associated 1	Approved	C19orf58	PCIA1, MGC2594	NM_024050	NM_024050
HGNC:2715	DDAH1	dimethylarginine dimethylaminohydrolase 1	Approved		DDAH		NM_001134445
HGNC:2716	DDAH2	dimethylarginine dimethylaminohydrolase 2	Approved		G6A		NM_001303007
HGNC:2717	DDB1	damage specific DNA binding protein 1	Approved			NM_001923	NM_001923
HGNC:2718	DDB2	damage specific DNA binding protein 2	Approved		DDBB, UV-DDB2, FLJ34321, XPE	NM_000107	NM_000107
HGNC:2719	DDC	dopa decarboxylase	Approved		AADC		NM_000790
HGNC:40171	DDC-AS1	DDC antisense RNA 1	Approved				NR_033845
HGNC:2722	DDH1~withdrawn	symbol withdrawn, see AKR1C1	Symbol Withdrawn				
HGNC:2723	DDH2~withdrawn	symbol withdrawn, see AKR1C2	Symbol Withdrawn				
HGNC:19714	DDHD1	DDHD domain containing 1	Approved	SPG28	KIAA1705, PA-PLA1		NM_001160147
HGNC:29106	DDHD2	DDHD domain containing 2	Approved	SAMWD1	KIAA0725, SPG54	XM_291291	NM_001164232
HGNC:18961	DDI1	DNA damage inducible 1 homolog 1	Approved		FLJ36017	NM_001001711	NM_001001711
HGNC:24578	DDI2	DNA damage inducible 1 homolog 2	Approved		MGC14844	NM_032341	NM_032341
HGNC:26351	DDIAS	DNA damage induced apoptosis suppressor	Approved	C11orf82	FLJ38838, FLJ25416, noxin	NM_145018	NM_145018
HGNC:2724	DDIT1~withdrawn	symbol withdrawn, see GADD45A	Symbol Withdrawn				
HGNC:2726	DDIT3	DNA damage inducible transcript 3	Approved		CHOP10, GADD153, CHOP	NM_004083	NM_001195053
HGNC:24944	DDIT4	DNA damage inducible transcript 4	Approved		RTP801, FLJ20500, REDD-1, REDD1, Dig2	NM_019058	NM_019058
HGNC:52379	DDIT4-AS1	DDIT4 antisense RNA 1	Approved		RP11-442H21.2		
HGNC:30555	DDIT4L	DNA damage inducible transcript 4 like	Approved		REDD2, Rtp801L	NM_145244	NM_145244
HGNC:24458	DDN	dendrin	Approved		KIAA0749		NM_015086
HGNC:53464	DDN-AS1	DDN and PRKAG1 antisense RNA 1	Approved		CAT1507		NR_147178
HGNC:2727	DDO	D-aspartate oxidase	Approved				NM_003649
HGNC:2728	DDOST	dolichyl-diphosphooligosaccharide--protein glycosyltransferase non-catalytic subunit	Approved		OST, KIAA0115, OST48, WBP1, GATD6	NM_005216	NM_005216
HGNC:2729	DDPAC~withdrawn	symbol withdrawn, see MAPT	Symbol Withdrawn				
HGNC:2730	DDR1	discoidin domain receptor tyrosine kinase 1	Approved	NTRK4, PTK3A, NEP, CAK, EDDR1	RTK6, CD167	NM_013994	NM_001202521
HGNC:28694	DDR1-DT	DDR1 divergent transcript	Approved	TIGD1L, DDR1-AS1	bPG70P20.2, bCX111D4.7, bQB10J12.1		
HGNC:2731	DDR2	discoidin domain receptor tyrosine kinase 2	Approved	TYRO10, NTRKR3	TKT	NM_006182	NM_001014796
HGNC:16110	DDRGK1	DDRGK domain containing 1	Approved	C20orf116	dJ1187M17.3, UFBP1	NM_023935	NM_023935
HGNC:2732	DDT	D-dopachrome tautomerase	Approved		DDCT, MIF2, MIF-2, D-DT	NM_001355	NM_001084392
HGNC:33446	DDTL	D-dopachrome tautomerase like	Approved			NM_001084393	NM_001084393
HGNC:44546	DDTP1	D-dopachrome tautomerase pseudogene 1	Approved				NG_052642
HGNC:2733	DDU	dermo-distortive urticaria	Approved				
HGNC:2734	DDX1	DEAD-box helicase 1	Approved		DBP-RB	NM_004939	NM_004939
HGNC:42171	DDX3P1	DEAD-box helicase 3 pseudogene 1	Approved	DDX3YP1		NG_022674	NG_022674
HGNC:42172	DDX3P2	DEAD-box helicase 3 pseudogene 2	Approved	DDX3YP2			NG_032456
HGNC:42173	DDX3P3	DEAD-box helicase 3 pseudogene 3	Approved	DDX3YP3			NG_028846
HGNC:2745	DDX3X	DEAD-box helicase 3 X-linked	Approved	DDX3	DBX, HLP2, DDX14	NM_024005	NM_001193416
HGNC:2699	DDX3Y	DEAD-box helicase 3 Y-linked	Approved	DBY		NM_004660	NM_001122665
HGNC:18700	DDX4	DEAD-box helicase 4	Approved		VASA	NM_024415	NM_001142549
HGNC:2746	DDX5	DEAD-box helicase 5	Approved	HLR1, G17P1	p68	NM_004396	NM_001320595
HGNC:2747	DDX6	DEAD-box helicase 6	Approved	HLR2	RCK	NM_004397	NM_001257191
HGNC:13948	DDX6P1	DEAD-box helicase 6 pseudogene 1	Approved	DDX6P	DDX6-Lp, bA150A6.3		NG_021115
HGNC:37806	DDX6P2	DEAD-box helicase 6 pseudogene 2	Approved				NG_022972
HGNC:2748	DDX7~withdrawn	entry withdrawn	Entry Withdrawn				
HGNC:2735	DDX10	DEAD-box helicase 10	Approved		HRH-J8, Dbp4	NM_004398	NM_004398
HGNC:44960	DDX10P1	DEAD-box helicase 10 pseudogene 1	Approved			NG_025423	NG_025423
HGNC:44961	DDX10P2	DEAD-box helicase 10 pseudogene 2	Approved			NG_021626	NG_021626
HGNC:2736	DDX11	DEAD/H-box helicase 11	Approved		CHLR1, KRG2, CHL1, ChlR1, WABS	NM_030653	NM_001257144
HGNC:44176	DDX11-AS1	DDX11 antisense RNA 1	Approved		CONCR	NR_038927	NR_038927
HGNC:37102	DDX11L1	DEAD/H-box helicase 11 like 1	Approved				NR_046018
HGNC:37103	DDX11L2	DEAD/H-box helicase 11 like 2	Approved				NR_024004
HGNC:37104	DDX11L3	DEAD/H-box helicase 11 like 3	Approved				NG_023050
HGNC:37105	DDX11L4	DEAD/H-box helicase 11 like 4	Approved				NG_016472
HGNC:37106	DDX11L5	DEAD/H-box helicase 11 like 5	Approved			NG_017126	NR_051986
HGNC:37107	DDX11L6	DEAD/H-box helicase 11 like 6	Approved				
HGNC:37108	DDX11L7	DEAD/H-box helicase 11 like 7	Approved				
HGNC:37101	DDX11L8	DEAD/H-box helicase 11 like 8	Approved			NG_029416	NG_029416
HGNC:37109	DDX11L9	DEAD/H-box helicase 11 like 9	Approved				NR_034090
HGNC:14125	DDX11L10	DEAD/H-box helicase 11 like 10	Approved	DDX11P, DDX11L1			NR_045117
HGNC:37110	DDX11L11	DEAD/H-box helicase 11 like 11	Approved				
HGNC:37112	DDX11L13	DEAD/H-box helicase 11 like 13	Approved				
HGNC:37114	DDX11L15	DEAD/H-box helicase 11 like 15	Approved				
HGNC:37115	DDX11L16	DEAD/H-box helicase 11 like 16	Approved			NG_006978.2	NR_110561
HGNC:2737	DDX12P	DEAD/H-box helicase 12, pseudogene	Approved	DDX12	CHLR2	XM_495908	NR_033399
HGNC:2740	DDX17	DEAD-box helicase 17	Approved		P72	NM_030881	NM_001098504
HGNC:2741	DDX18	DEAD-box helicase 18	Approved		MrDb, Has1	NM_006773	NM_006773
HGNC:20007	DDX18P1	DEAD-box helicase 18 pseudogene 1	Approved			NG_002480	NG_002480
HGNC:21432	DDX18P2	DEAD-box helicase 18 pseudogene 2	Approved				NG_007648
HGNC:33966	DDX18P3	DEAD-box helicase 18 pseudogene 3	Approved			XR_016929	NG_008706
HGNC:33967	DDX18P4	DEAD-box helicase 18 pseudogene 4	Approved			XR_016297	NG_008705
HGNC:33968	DDX18P5	DEAD-box helicase 18 pseudogene 5	Approved			XR_017110	NG_008712
HGNC:31126	DDX18P6	DEAD-box helicase 18 pseudogene 6	Approved				NG_008704
HGNC:25628	DDX19A	DEAD-box helicase 19A	Approved	DDX19L	FLJ11126	NM_018332	NM_001320522
HGNC:2742	DDX19B	DEAD-box helicase 19B	Approved	DDX19	DBP5	NM_007242	NM_001014449
HGNC:2743	DDX20	DEAD-box helicase 20	Approved		DP103, GEMIN3	NM_007204	NM_007204
HGNC:44673	DDX20P1	DEAD-box helicase 20 pseudogene 1	Approved			NG_025412	NG_025412
HGNC:2744	DDX21	DExD-box helicase 21	Approved		RH-II/GU, GURDB	NM_004728	NM_001256910
HGNC:17347	DDX23	DEAD-box helicase 23	Approved		prp28, U5-100K, PRPF28, SNRNP100	NM_004818	NM_004818
HGNC:13266	DDX24	DEAD-box helicase 24	Approved			NM_020414	NM_020414
HGNC:18698	DDX25	DEAD-box helicase 25	Approved		GRTH	NM_013264	NM_001330438
HGNC:15837	DDX27	DEAD-box helicase 27	Approved		dJ686N3.1, DRS1		NM_001348187
HGNC:17330	DDX28	DEAD-box helicase 28	Approved		MDDX28, FLJ11282	NM_018380	NM_018380
HGNC:16715	DDX31	DEAD-box helicase 31	Approved		FLJ13633, FLJ23349, FLJ14578, PPP1R25	NM_138620	NM_001322340
HGNC:17821	DDX39A	DExD-box helicase 39A	Approved	DDX39	DDXL, BAT1L, URH49	NM_138998	NM_005804
HGNC:39664	DDX39AP1	DEAD-box helicase 39A pseudogene 1	Approved				NG_011331
HGNC:13917	DDX39B	DExD-box helicase 39B	Approved	BAT1	D6S81E, UAP56	NM_004640	NM_004640
HGNC:39771	DDX39B-AS1	DDX39B antisense RNA 1	Approved				NR_133674
HGNC:33450	DDX39BP1	DEAD-box helicase 39B pseudogene 1	Approved	BAT1P1		NG_028140	NG_028140
HGNC:33461	DDX39BP2	DEAD-box helicase 39B pseudogene 2	Approved	BAT1P2	BPG309N1.15	NG_028139	NG_028139
HGNC:18674	DDX41	DEAD-box helicase 41	Approved		ABS, MGC8828	NM_016222	NM_001321732
HGNC:18676	DDX42	DEAD-box helicase 42	Approved		RNAHP, RHELP, SF3b125, SF3B8	NM_007372	NM_007372
HGNC:18677	DDX43	DEAD-box helicase 43	Approved		HAGE, DKFZp434H2114, CT13	NM_018665	NM_018665
HGNC:50780	DDX43P1	DEAD-box helicase 43 pseudogene 1	Approved				NG_024622
HGNC:50781	DDX43P2	DEAD-box helicase 43 pseudogene 2	Approved				NG_028665
HGNC:50782	DDX43P3	DEAD-box helicase 43 pseudogene 3	Approved				NG_045386
HGNC:18681	DDX46	DEAD-box helicase 46	Approved		KIAA0801, FLJ25329, PRPF5, Prp5	NM_014829	NM_001300860
HGNC:18682	DDX47	DEAD-box helicase 47	Approved		DKFZp564O176, FLJ30012, HQ0256, RRP3	NM_016355	NM_016355
HGNC:18684	DDX49	DEAD-box helicase 49	Approved		FLJ10432, Dbp8	NM_019070	NM_019070
HGNC:17906	DDX50	DExD-box helicase 50	Approved		GU2, MGC3199, GUB, RH-II/GuB	NM_024045	NM_024045
HGNC:18974	DDX50P1	DEAD-box helicase 50 pseudogene 1	Approved			NG_001065	NG_001065
HGNC:18975	DDX50P2	DEAD-box helicase 50 pseudogene 2	Approved		RH_II/GuBp2	NG_025643	NG_025643
HGNC:20082	DDX51	DEAD-box helicase 51	Approved			NM_175066	NM_175066
HGNC:20038	DDX52	DExD-box helicase 52	Approved		ROK1	NM_152300	NM_001291476
HGNC:20083	DDX53	DEAD-box helicase 53	Approved		CAGE, CT26	NM_182699	NM_182699
HGNC:20084	DDX54	DEAD-box helicase 54	Approved		MGC2835, APR-5, DP97	NM_024072	NM_001111322
HGNC:20085	DDX55	DEAD-box helicase 55	Approved		KIAA1595		NM_020936
HGNC:49852	DDX55P1	DEAD-box helicase 55 pseudogene 1	Approved				NG_021706
